Date,Time,Day,Special,Congestion,Drving Speed,Stops,Weather,Distance,Travel Time
10/27/2019,12,Monday,No,3,40,12,25,12.1,40
10/28/2019,6,Sunday,No,5,40,14,25,14.7,56
10/29/2019,7,Sunday,No,8,40,14,27,14.7,55
10/30/2019,8,Sunday,No,9,40,14,28,14.7,55
10/31/2019,9,Sunday,No,7,40,14,29,14.7,56
11/1/2019,10,Sunday,No,6,40,14,29,14.7,56
11/2/2019,11,Sunday,No,4,40,14,30,14.7,56
11/3/2019,12,Sunday,No,4,40,14,30,14.7,56
11/4/2019,13,Sunday,No,4,40,14,30,14.7,56
11/5/2019,14,Sunday,No,8,40,14,30,14.7,56
11/6/2019,15,Sunday,No,8,40,14,29,14.7,56
11/7/2019,16,Sunday,Yes,6,40,14,29,14.7,56
11/8/2019,17,Sunday,No,7,40,14,28,14.7,56
11/9/2019,18,Sunday,No,8,40,14,27,14.7,56
11/10/2019,19,Sunday,No,9,40,14,27,14.7,71
11/11/2019,20,Sunday,No,6,40,14,26,14.7,73
11/12/2019,21,Sunday,No,6,40,14,26,14.7,72
11/13/2019,22,Sunday,No,5,40,14,25,14.7,75
11/14/2019,6,Monday,No,5,40,14,25,14.7,56
11/15/2019,7,Monday,No,8,40,14,27,14.7,55
11/16/2019,8,Monday,No,9,40,14,28,14.7,55
11/17/2019,9,Monday,No,7,40,14,29,14.7,56
11/18/2019,10,Monday,No,6,40,14,29,14.7,56
11/19/2019,11,Monday,No,4,40,14,30,14.7,56
11/20/2019,12,Monday,No,4,40,14,30,14.7,56
11/21/2019,13,Monday,No,4,40,14,30,14.7,56
11/22/2019,14,Monday,No,8,40,14,30,14.7,56
11/23/2019,15,Monday,No,8,40,14,29,14.7,56
11/24/2019,16,Monday,Yes,6,40,14,29,14.7,56
11/25/2019,17,Monday,No,7,40,14,28,14.7,56
11/26/2019,18,Monday,No,8,40,14,27,14.7,56
11/27/2019,19,Monday,No,9,40,14,27,14.7,71
11/28/2019,20,Monday,No,6,40,14,26,14.7,73
11/29/2019,21,Monday,No,6,40,14,26,14.7,72
11/30/2019,22,Monday,No,5,40,14,25,14.7,75
12/1/2019,6,Tuesday,No,5,40,14,25,14.7,56
12/2/2019,7,Tuesday,No,8,40,14,27,14.7,55
12/3/2019,8,Tuesday,No,9,40,14,28,14.7,55
12/4/2019,9,Tuesday,No,7,40,14,29,14.7,56
12/5/2019,10,Tuesday,No,6,40,14,29,14.7,56
12/6/2019,11,Tuesday,No,4,40,14,30,14.7,56
12/7/2019,12,Tuesday,No,4,40,14,30,14.7,56
12/8/2019,13,Tuesday,No,4,40,14,30,14.7,56
12/9/2019,14,Tuesday,No,8,40,14,30,14.7,56
12/10/2019,15,Tuesday,No,8,40,14,29,14.7,56
12/11/2019,16,Tuesday,Yes,6,40,14,29,14.7,56
12/12/2019,17,Tuesday,No,7,40,14,28,14.7,56
12/13/2019,18,Tuesday,No,8,40,14,27,14.7,56
12/14/2019,19,Tuesday,No,9,40,14,27,14.7,71
12/15/2019,20,Tuesday,No,6,40,14,26,14.7,73
12/16/2019,21,Tuesday,No,6,40,14,26,14.7,72
12/17/2019,22,Tuesday,No,5,40,14,25,14.7,75
12/18/2019,6,Sunday,No,7,40,0,25,1.2,9
12/19/2019,6,Sunday,No,9,40,0,25,1.2,11
12/20/2019,6,Sunday,No,3,40,1,25,1.2,8
12/21/2019,6,Sunday,No,2,40,0,25,1.2,3
12/22/2019,6,Sunday,No,2,40,1,25,3,3
12/23/2019,17,Sunday,No,9,40,1,25,3,12
12/24/2019,17,Sunday,No,9,40,4,25,4.7,19
12/25/2019,17,Sunday,No,3,40,4,25,4.7,12
12/26/2019,17,Sunday,No,6,40,4,25,4.7,15
12/27/2019,6,Sunday,No,7,40,9,25,7.5,34
12/28/2019,6,Sunday,No,9,40,9,25,7.5,39
12/29/2019,6,Sunday,No,5,40,9,25,7.5,30
12/30/2019,6,Monday,No,5,40,12,25,10.1,36
12/31/2019,6,Monday,No,9,40,12,25,10.1,43
1/1/2020,6,Monday,No,3,40,12,25,10.1,33
1/2/2020,13,Monday,No,5,40,12,25,10.1,36
1/3/2020,13,Monday,No,9,40,12,25,10.1,43
1/4/2020,13,Monday,No,3,40,12,25,10.1,33
1/5/2020,6,Monday,No,5,40,12,25,12.1,43
1/6/2020,6,Monday,No,9,40,12,25,12.1,49
1/7/2020,6,Monday,No,3,40,12,25,12.1,40
1/8/2020,12,Monday,No,5,40,12,25,12.1,43
1/9/2020,12,Monday,No,9,40,12,25,12.1,49
1/10/2020,12,Monday,No,3,40,12,25,12.1,40
1/11/2020,6,Sunday,No,5,40,14,25,14.7,56
1/12/2020,7,Sunday,No,8,40,14,27,14.7,55
1/13/2020,8,Sunday,No,9,40,14,28,14.7,55
1/14/2020,9,Sunday,No,7,40,14,29,14.7,56
1/15/2020,10,Sunday,No,6,40,14,29,14.7,56
1/16/2020,11,Sunday,No,4,40,14,30,14.7,56
1/17/2020,12,Sunday,No,4,40,14,30,14.7,56
1/18/2020,13,Sunday,No,4,40,14,30,14.7,56
1/19/2020,14,Sunday,No,8,40,14,30,14.7,56
1/20/2020,15,Sunday,No,8,40,14,29,14.7,56
1/21/2020,16,Sunday,Yes,6,40,14,29,14.7,56
1/22/2020,17,Sunday,No,7,40,14,28,14.7,56
1/23/2020,18,Sunday,No,8,40,14,27,14.7,56
1/24/2020,19,Sunday,No,9,40,14,27,14.7,71
1/25/2020,20,Sunday,No,6,40,14,26,14.7,73
1/26/2020,21,Sunday,No,6,40,14,26,14.7,72
1/27/2020,22,Sunday,No,5,40,14,25,14.7,75
1/28/2020,6,Monday,No,5,40,14,25,14.7,56
1/29/2020,7,Monday,No,8,40,14,27,14.7,55
1/30/2020,8,Monday,No,9,40,14,28,14.7,55
1/31/2020,9,Monday,No,7,40,14,29,14.7,56
2/1/2020,10,Monday,No,6,40,14,29,14.7,56
2/2/2020,11,Monday,No,4,40,14,30,14.7,56
2/3/2020,12,Monday,No,4,40,14,30,14.7,56
2/4/2020,13,Monday,No,4,40,14,30,14.7,56
2/5/2020,14,Monday,No,8,40,14,30,14.7,56
2/6/2020,15,Monday,No,8,40,14,29,14.7,56
2/7/2020,16,Monday,Yes,6,40,14,29,14.7,56
2/8/2020,17,Monday,No,7,40,14,28,14.7,56
2/9/2020,18,Monday,No,8,40,14,27,14.7,56
2/10/2020,19,Monday,No,9,40,14,27,14.7,71
2/11/2020,20,Monday,No,6,40,14,26,14.7,73
2/12/2020,21,Monday,No,6,40,14,26,14.7,72
2/13/2020,22,Monday,No,5,40,14,25,14.7,75
2/14/2020,6,Tuesday,No,5,40,14,25,14.7,56
2/15/2020,7,Tuesday,No,8,40,14,27,14.7,55
2/16/2020,8,Tuesday,No,9,40,14,28,14.7,55
2/17/2020,9,Tuesday,No,7,40,14,29,14.7,56
2/18/2020,10,Tuesday,No,6,40,14,29,14.7,56
2/19/2020,11,Tuesday,No,4,40,14,30,14.7,56
2/20/2020,12,Tuesday,No,4,40,14,30,14.7,56
2/21/2020,13,Tuesday,No,4,40,14,30,14.7,56
2/22/2020,14,Tuesday,No,8,40,14,30,14.7,56
2/23/2020,15,Tuesday,No,8,40,14,29,14.7,56
2/24/2020,16,Tuesday,Yes,6,40,14,29,14.7,56
2/25/2020,17,Tuesday,No,7,40,14,28,14.7,56
2/26/2020,18,Tuesday,No,8,40,14,27,14.7,56
2/27/2020,19,Tuesday,No,9,40,14,27,14.7,71
2/28/2020,20,Tuesday,No,6,40,14,26,14.7,73
2/29/2020,21,Tuesday,No,6,40,14,26,14.7,72
3/1/2020,22,Tuesday,No,5,40,14,25,14.7,75
3/2/2020,6,Sunday,No,7,40,0,25,1.2,9
3/3/2020,6,Sunday,No,9,40,0,25,1.2,11
3/4/2020,6,Sunday,No,3,40,1,25,1.2,8
3/5/2020,6,Sunday,No,2,40,0,25,1.2,3
3/6/2020,6,Sunday,No,2,40,1,25,3,3
3/7/2020,17,Sunday,No,9,40,1,25,3,12
3/8/2020,17,Sunday,No,9,40,4,25,4.7,19
3/9/2020,17,Sunday,No,3,40,4,25,4.7,12
3/10/2020,17,Sunday,No,6,40,4,25,4.7,15
3/11/2020,6,Sunday,No,7,40,9,25,7.5,34
3/12/2020,6,Sunday,No,9,40,9,25,7.5,39
3/13/2020,6,Sunday,No,5,40,9,25,7.5,30
3/14/2020,6,Monday,No,5,40,12,25,10.1,36
3/15/2020,6,Monday,No,9,40,12,25,10.1,43
3/16/2020,6,Monday,No,3,40,12,25,10.1,33
3/17/2020,13,Monday,No,5,40,12,25,10.1,36
3/18/2020,13,Monday,No,9,40,12,25,10.1,43
3/19/2020,13,Monday,No,3,40,12,25,10.1,33
3/20/2020,6,Monday,No,5,40,12,25,12.1,43
3/21/2020,6,Monday,No,9,40,12,25,12.1,49
3/22/2020,6,Monday,No,3,40,12,25,12.1,40
3/23/2020,12,Monday,No,5,40,12,25,12.1,43
3/24/2020,12,Monday,No,9,40,12,25,12.1,49
3/25/2020,12,Monday,No,3,40,12,25,12.1,40
3/26/2020,6,Sunday,No,5,40,14,25,14.7,56
3/27/2020,7,Sunday,No,8,40,14,27,14.7,55
3/28/2020,8,Sunday,No,9,40,14,28,14.7,55
3/29/2020,9,Sunday,No,7,40,14,29,14.7,56
3/30/2020,10,Sunday,No,6,40,14,29,14.7,56
3/31/2020,11,Sunday,No,4,40,14,30,14.7,56
4/1/2020,12,Sunday,No,4,40,14,30,14.7,56
4/2/2020,13,Sunday,No,4,40,14,30,14.7,56
4/3/2020,14,Sunday,No,8,40,14,30,14.7,56
4/4/2020,15,Sunday,No,8,40,14,29,14.7,56
4/5/2020,16,Sunday,Yes,6,40,14,29,14.7,56
4/6/2020,17,Sunday,No,7,40,14,28,14.7,56
4/7/2020,18,Sunday,No,8,40,14,27,14.7,56
4/8/2020,19,Sunday,No,9,40,14,27,14.7,71
4/9/2020,20,Sunday,No,6,40,14,26,14.7,73
4/10/2020,21,Sunday,No,6,40,14,26,14.7,72
4/11/2020,22,Sunday,No,5,40,14,25,14.7,75
4/12/2020,6,Monday,No,5,40,14,25,14.7,56
4/13/2020,7,Monday,No,8,40,14,27,14.7,55
4/14/2020,8,Monday,No,9,40,14,28,14.7,55
4/15/2020,9,Monday,No,7,40,14,29,14.7,56
4/16/2020,10,Monday,No,6,40,14,29,14.7,56
4/17/2020,11,Monday,No,4,40,14,30,14.7,56
4/18/2020,12,Monday,No,4,40,14,30,14.7,56
4/19/2020,13,Monday,No,4,40,14,30,14.7,56
4/20/2020,14,Monday,No,8,40,14,30,14.7,56
4/21/2020,15,Monday,No,8,40,14,29,14.7,56
4/22/2020,16,Monday,Yes,6,40,14,29,14.7,56
4/23/2020,17,Monday,No,7,40,14,28,14.7,56
4/24/2020,18,Monday,No,8,40,14,27,14.7,56
4/25/2020,19,Monday,No,9,40,14,27,14.7,71
4/26/2020,20,Monday,No,6,40,14,26,14.7,73
4/27/2020,21,Monday,No,6,40,14,26,14.7,72
4/28/2020,22,Monday,No,5,40,14,25,14.7,75
4/29/2020,6,Tuesday,No,5,40,14,25,14.7,56
4/30/2020,7,Tuesday,No,8,40,14,27,14.7,55
5/1/2020,8,Tuesday,No,9,40,14,28,14.7,55
5/2/2020,9,Tuesday,No,7,40,14,29,14.7,56
5/3/2020,10,Tuesday,No,6,40,14,29,14.7,56
5/4/2020,11,Tuesday,No,4,40,14,30,14.7,56
5/5/2020,12,Tuesday,No,4,40,14,30,14.7,56
5/6/2020,13,Tuesday,No,4,40,14,30,14.7,56
5/7/2020,14,Tuesday,No,8,40,14,30,14.7,56
5/8/2020,15,Tuesday,No,8,40,14,29,14.7,56
5/9/2020,16,Tuesday,Yes,6,40,14,29,14.7,56
5/10/2020,17,Tuesday,No,7,40,14,28,14.7,56
5/11/2020,18,Tuesday,No,8,40,14,27,14.7,56
5/12/2020,19,Tuesday,No,9,40,14,27,14.7,71
5/13/2020,20,Tuesday,No,6,40,14,26,14.7,73
5/14/2020,21,Tuesday,No,6,40,14,26,14.7,72
5/15/2020,22,Tuesday,No,5,40,14,25,14.7,75
5/16/2020,6,Sunday,No,7,40,0,25,1.2,9
5/17/2020,6,Sunday,No,9,40,0,25,1.2,11
5/18/2020,6,Sunday,No,3,40,1,25,1.2,8
5/19/2020,6,Sunday,No,2,40,0,25,1.2,3
5/20/2020,6,Sunday,No,2,40,1,25,3,3
5/21/2020,17,Sunday,No,9,40,1,25,3,12
5/22/2020,17,Sunday,No,9,40,4,25,4.7,19
5/23/2020,17,Sunday,No,3,40,4,25,4.7,12
5/24/2020,17,Sunday,No,6,40,4,25,4.7,15
5/25/2020,6,Sunday,No,7,40,9,25,7.5,34
5/26/2020,6,Sunday,No,9,40,9,25,7.5,39
5/27/2020,6,Sunday,No,5,40,9,25,7.5,30
5/28/2020,6,Monday,No,5,40,12,25,10.1,36
5/29/2020,6,Monday,No,9,40,12,25,10.1,43
5/30/2020,6,Monday,No,3,40,12,25,10.1,33
5/31/2020,13,Monday,No,5,40,12,25,10.1,36
6/1/2020,13,Monday,No,9,40,12,25,10.1,43
6/2/2020,13,Monday,No,3,40,12,25,10.1,33
6/3/2020,6,Monday,No,5,40,12,25,12.1,43
6/4/2020,6,Monday,No,9,40,12,25,12.1,49
6/5/2020,6,Monday,No,3,40,12,25,12.1,40
6/6/2020,12,Monday,No,5,40,12,25,12.1,43
6/7/2020,12,Monday,No,9,40,12,25,12.1,49
6/8/2020,12,Monday,No,3,40,12,25,12.1,40
6/9/2020,6,Sunday,No,5,40,14,25,14.7,56
6/10/2020,7,Sunday,No,8,40,14,27,14.7,55
6/11/2020,8,Sunday,No,9,40,14,28,14.7,55
6/12/2020,9,Sunday,No,7,40,14,29,14.7,56
6/13/2020,10,Sunday,No,6,40,14,29,14.7,56
6/14/2020,11,Sunday,No,4,40,14,30,14.7,56
6/15/2020,12,Sunday,No,4,40,14,30,14.7,56
6/16/2020,13,Sunday,No,4,40,14,30,14.7,56
6/17/2020,14,Sunday,No,8,40,14,30,14.7,56
6/18/2020,15,Sunday,No,8,40,14,29,14.7,56
6/19/2020,16,Sunday,Yes,6,40,14,29,14.7,56
6/20/2020,17,Sunday,No,7,40,14,28,14.7,56
6/21/2020,18,Sunday,No,8,40,14,27,14.7,56
6/22/2020,19,Sunday,No,9,40,14,27,14.7,71
6/23/2020,20,Sunday,No,6,40,14,26,14.7,73
6/24/2020,21,Sunday,No,6,40,14,26,14.7,72
6/25/2020,22,Sunday,No,5,40,14,25,14.7,75
6/26/2020,6,Monday,No,5,40,14,25,14.7,56
6/27/2020,7,Monday,No,8,40,14,27,14.7,55
6/28/2020,8,Monday,No,9,40,14,28,14.7,55
6/29/2020,9,Monday,No,7,40,14,29,14.7,56
6/30/2020,10,Monday,No,6,40,14,29,14.7,56
7/1/2020,11,Monday,No,4,40,14,30,14.7,56
7/2/2020,12,Monday,No,4,40,14,30,14.7,56
7/3/2020,13,Monday,No,4,40,14,30,14.7,56
7/4/2020,14,Monday,No,8,40,14,30,14.7,56
7/5/2020,15,Monday,No,8,40,14,29,14.7,56
7/6/2020,16,Monday,Yes,6,40,14,29,14.7,56
7/7/2020,17,Monday,No,7,40,14,28,14.7,56
7/8/2020,18,Monday,No,8,40,14,27,14.7,56
7/9/2020,19,Monday,No,9,40,14,27,14.7,71
7/10/2020,20,Monday,No,6,40,14,26,14.7,73
7/11/2020,21,Monday,No,6,40,14,26,14.7,72
7/12/2020,22,Monday,No,5,40,14,25,14.7,75
7/13/2020,6,Tuesday,No,5,40,14,25,14.7,56
7/14/2020,7,Tuesday,No,8,40,14,27,14.7,55
7/15/2020,8,Tuesday,No,9,40,14,28,14.7,55
7/16/2020,9,Tuesday,No,7,40,14,29,14.7,56
7/17/2020,10,Tuesday,No,6,40,14,29,14.7,56
7/18/2020,11,Tuesday,No,4,40,14,30,14.7,56
7/19/2020,12,Tuesday,No,4,40,14,30,14.7,56
7/20/2020,13,Tuesday,No,4,40,14,30,14.7,56
7/21/2020,14,Tuesday,No,8,40,14,30,14.7,56
7/22/2020,15,Tuesday,No,8,40,14,29,14.7,56
7/23/2020,16,Tuesday,Yes,6,40,14,29,14.7,56
7/24/2020,17,Tuesday,No,7,40,14,28,14.7,56
7/25/2020,18,Tuesday,No,8,40,14,27,14.7,56
7/26/2020,19,Tuesday,No,9,40,14,27,14.7,71
7/27/2020,20,Tuesday,No,6,40,14,26,14.7,73
7/28/2020,21,Tuesday,No,6,40,14,26,14.7,72
7/29/2020,22,Tuesday,No,5,40,14,25,14.7,75
7/30/2020,6,Sunday,No,7,40,0,25,1.2,9
7/31/2020,6,Sunday,No,9,40,0,25,1.2,11
8/1/2020,6,Sunday,No,3,40,1,25,1.2,8
8/2/2020,6,Sunday,No,2,40,0,25,1.2,3
8/3/2020,6,Sunday,No,2,40,1,25,3,3
8/4/2020,17,Sunday,No,9,40,1,25,3,12
8/5/2020,17,Sunday,No,9,40,4,25,4.7,19
8/6/2020,17,Sunday,No,3,40,4,25,4.7,12
8/7/2020,17,Sunday,No,6,40,4,25,4.7,15
8/8/2020,6,Sunday,No,7,40,9,25,7.5,34
8/9/2020,6,Sunday,No,9,40,9,25,7.5,39
8/10/2020,6,Sunday,No,5,40,9,25,7.5,30
8/11/2020,6,Monday,No,5,40,12,25,10.1,36
8/12/2020,6,Monday,No,9,40,12,25,10.1,43
8/13/2020,6,Monday,No,3,40,12,25,10.1,33
8/14/2020,13,Monday,No,5,40,12,25,10.1,36
8/15/2020,13,Monday,No,9,40,12,25,10.1,43
8/16/2020,13,Monday,No,3,40,12,25,10.1,33
8/17/2020,6,Monday,No,5,40,12,25,12.1,43
8/18/2020,6,Monday,No,9,40,12,25,12.1,49
8/19/2020,6,Monday,No,3,40,12,25,12.1,40
8/20/2020,12,Monday,No,5,40,12,25,12.1,43
8/21/2020,12,Monday,No,9,40,12,25,12.1,49
8/22/2020,12,Monday,No,3,40,12,25,12.1,40
